Flag,"Vessel Name","Destination Port","Reported Eta","Reported Destination","Current Port",Imo,"Vessel Type - Generic","Time Of Latest Position",Latitude,Longitude,Speed,Draught,"Origin Port","Max Speed","Average Speed","Load Condition","Distance Travelled","Distance To Go","Calculated Eta","Previous To Origin Port","Idle Time While Underway","Voyage State","Capacity - Dwt",Mmsi,"Global Area","Local Area",Status,Eni,Course,"Navigational Status",Built,Length,Width,"Current Port Unlocode","Current Port Country",Callsign,"Wind Temp","Wind Angle","Wind Speed","Vessel Timezone","Previous To Origin Port Unlocode","Previous To Origin Port Country","Previous To Origin Port Atd","Origin Port Atd","Origin Port Country","Origin Port Unlocode","Destination Port Unlocode","Destination Port Country","Rate Of Turn",Heading,"Last Underway Timestamp"
"Hong Kong","COSCO SHIPPING VIRGO",SHANTOU,"2025-05-26 15:00:00",CNSHA,,9783461,Cargo,"2025-05-21 01:05:35",2.7707567,101.02898,17.3,13.0,ANTWERP,25.6,16.5,"Partially Laden",11633,1759,"2025-05-25 11:52:00",HAMBURG,0.0,"Normal Speed Transiting",201827,477166500,"INDO - Indonesia","Malacca Strait",ACTIVE,0,120,"Underway using Engine",2018,399.8,58.7,,,VRRT2,27,352,15,7.0,DEHAM,DE,"2025-04-18 00:47:00","2025-04-22 12:32:00",BE,BEANR,CNSTG,CN,1,120,"2025-05-21 01:00:00"
